分组	标准名	编号	批准日期	文号	发布单位	官方链接	全文PDF	红头PDF	附件	备注
建筑与住区	公共租赁住房运行管理标准	DG/TJ08-2368-2022	2022-08-08	沪建标定〔2022〕366号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=a1ed4b03d41e4bdebca161f52e52db3a&siteId=0011	https://zjw.sh.gov.cn/cmsres/ea/eae0fa61d1634898bb28e14b06907211/c697794e2b6d18fa9b0f768516d1ce11.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/45/455d2f49f89c49dc9636cb4ca48e0648/98378b203c9a9881b2b1be34d6289436.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%85%AC%E5%85%B1%E7%A7%9F%E8%B5%81%E4%BD%8F%E6%88%BF%E8%BF%90%E8%A1%8C%E7%AE%A1%E7%90%86%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2022-12-01
绿色建筑与节能	既有公共建筑节能改造技术标准	DG/TJ08-2137-2022	2022-08-08	沪建标定〔2022〕369号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=db7e62f84df84535b2b72dea1aac9cfd&siteId=0011	https://zjw.sh.gov.cn/cmsres/f9/f91e64892592436fa6967bf71697596a/f7d3dd2cc6748416e26f3db295774d13.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/90/9004a32bb2fb431783a8188eaa9eb852/01705f0a5850ecbed9b44bff19648381.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%97%A2%E6%9C%89%E5%85%AC%E5%85%B1%E5%BB%BA%E7%AD%91%E8%8A%82%E8%83%BD%E6%94%B9%E9%80%A0%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2022-12-01
绿色建筑与节能	既有居住建筑节能改造技术标准	DG/TJ08-2136-2022	2022-08-08	沪建标定〔2022〕368号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=ad7d236b63f24f44b304ffcd8f0154f6&siteId=0011	https://zjw.sh.gov.cn/cmsres/9d/9d0121dd2c8f49c185007841cf728028/5c9c7bbb38857eca1825aefc3fc2d6ed.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/84/84340aa2f79f4ffab7aa6f0182e2cc46/131a8cd16de4650edd860b0a0e1d9810.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%97%A2%E6%9C%89%E5%B1%85%E4%BD%8F%E5%BB%BA%E7%AD%91%E8%8A%82%E8%83%BD%E6%94%B9%E9%80%A0%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2022-12-01
设备与智能化	城市轨道交通专用无线通信系统技术标准	DG/TJ08-104-2014	2022-08-08	沪建标定〔2022〕370号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=f613b33c0dbd4fe98491d4f28db3df77&siteId=0011	https://zjw.sh.gov.cn/shsd/userfiles/370城市轨道交通专用无线通信系统.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/f4/f4554e217d724198bbf58653193697e5/1c94ae49743609a4f688e16a93b5625f.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E4%B8%93%E7%94%A8%E6%97%A0%E7%BA%BF%E9%80%9A%E4%BF%A1%E7%B3%BB%E7%BB%9F%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2015-01-01
改造与历史建筑	既有住宅小区宜居改造技术标准	DG/TJ08-2374-2022	2022-08-03	沪建标定〔2021〕355号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=d5a8cb5bb2534f4281ed8a8ad6ce2e5f&siteId=0011	https://zjw.sh.gov.cn/cmsres/1e/1e0e8af6338a480c9ee6c2d2a47a6fb9/739b080dab1795ee362482b3744655e5.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/9e/9ee81d463690459c9344287b4c722e7a/0e1e83c96dd73e515512e8dabc118f07.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%97%A2%E6%9C%89%E4%BD%8F%E5%AE%85%E5%B0%8F%E5%8C%BA%E5%AE%9C%E5%B1%85%E6%94%B9%E9%80%A0%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2022-12-01
结构与抗震	纤维增强复合材料筋混凝土结构技术标准		2022-08-03	沪建标定〔2022〕356号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=bccb8ffe4f9c4be5ae1317fd820936fd&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/54/54aaa59c34a34b25a0082365d085aa3d/0e14d190ebcc57186d67df2ab1f87037.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%BA%A4%E7%BB%B4%E5%A2%9E%E5%BC%BA%E5%A4%8D%E5%90%88%E6%9D%90%E6%96%99%E7%AD%8B%E6%B7%B7%E5%87%9D%E5%9C%9F%E7%BB%93%E6%9E%84%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
水务与海绵	上海市水利工程前期成果审查技术导则		2022-07-29	沪水务〔2022〕587号	上海市水务局	https://www.shanghai.gov.cn/zhengce/detail?businessId=7f15aa824aad452e9f297ab6428c5cd2&siteId=0004		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0004/ac/ace55d991ead4565a00969a257b3d257/c5d64c0c90757ab26848dbaab1b5b169.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B0%B4%E5%8A%A1%E5%B1%80%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E3%80%8A%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B0%B4%E5%88%A9%E5%B7%A5%E7%A8%8B%E5%89%8D%E6%9C%9F%E6%88%90%E6%9E%9C%E5%AE%A1%E6%9F%A5%E6%8A%80%E6%9C%AF%E5%AF%BC%E5%88%99%E3%80%8B%E7%9A%84%E9%80%9A%E7%9F%A5.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0004/00/00f63cb138274ae6a1bac7f7ff26a3d2/0cf81a54411a61effd1a00b7c3335532.pdf&filename=%E3%80%8A%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B0%B4%E5%88%A9%E5%B7%A5%E7%A8%8B%E5%89%8D%E6%9C%9F%E6%88%90%E6%9E%9C%E5%AE%A1%E6%9F%A5%E6%8A%80%E6%9C%AF%E5%AF%BC%E5%88%99%E3%80%8B.pdf	新批准，现行标准栏目未收录
市政与道路	城市道路平面交叉口规划与设计标准		2022-07-20	沪建标定〔2022〕332号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=470fbc14c7ab48fc9e7b45886ecdf50f&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/26/26ac74e0b57d469e9da891894c425d17/93769751294e41e6b29756d68cc99eb7.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9F%8E%E5%B8%82%E9%81%93%E8%B7%AF%E5%B9%B3%E9%9D%A2%E4%BA%A4%E5%8F%89%E5%8F%A3%E8%A7%84%E5%88%92%E4%B8%8E%E8%AE%BE%E8%AE%A1%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
设备与智能化	管线定向钻进技术标准	DG/TJ 08-2075-2022	2022-07-20	沪建标定〔2022〕328号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=6f6e13a3ed5e4a1b800c29f27adba60b&siteId=0011	https://zjw.sh.gov.cn/cmsres/55/55bee00ba6fb4e7a94f8707f0837186f/1ad93977e649ad7d40fc901dca7c6069.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/ce/ceba09feb4ff4f66962e9b22aa4919f5/a69ab059af7b59f69af9132e2a333a87.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%AE%A1%E7%BA%BF%E5%AE%9A%E5%90%91%E9%92%BB%E8%BF%9B%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2022-11-01
水务与海绵	上海市应急供水（回灌）深井建设与运行技术导则		2022-06-29	沪水务〔2022〕340号	上海市水务局	https://www.shanghai.gov.cn/zhengce/detail?businessId=555a4dc5a60d42458d16c55a9ed0689c&siteId=0004		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0004/22/22de7076891f4081865498fae3263fbf/812b93a7776927d82028eca1898a8de9.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B0%B4%E5%8A%A1%E5%B1%80%E5%85%B3%E4%BA%8E%E5%8D%B0%E5%8F%91%E3%80%8A%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BA%94%E6%80%A5%E4%BE%9B%E6%B0%B4%EF%BC%88%E5%9B%9E%E7%81%8C%EF%BC%89%E6%B7%B1%E4%BA%95%E5%BB%BA%E8%AE%BE%E4%B8%8E%E8%BF%90%E8%A1%8C%E6%8A%80%E6%9C%AF%E5%AF%BC%E5%88%99%E3%80%8B%E7%9A%84%E9%80%9A%E7%9F%A5.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0004/99/99041ccc865c4081a7417fa6caaefe9d/736880e3f8896838df9114be326efd44.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BA%94%E6%80%A5%E4%BE%9B%E6%B0%B4%EF%BC%88%E5%9B%9E%E7%81%8C%EF%BC%89%E6%B7%B1%E4%BA%95%E5%BB%BA%E8%AE%BE%E4%B8%8E%E8%BF%90%E8%A1%8C%E6%8A%80%E6%9C%AF%E5%AF%BC%E5%88%99-%E5%8F%91%E5%B8%83.pdf	新批准，现行标准栏目未收录
改造与历史建筑	信息通信架空线缆隐蔽化改造工程技术标准		2022-06-27	沪建标定〔2022〕288号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=62aac419c76143ff96444e1bdc0a9d97&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/b9/b9ce8ba6c53148b2956e0642b0c31ed8/658c2587aed73c301c9f9c1403be1e63.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E4%BF%A1%E6%81%AF%E9%80%9A%E4%BF%A1%E6%9E%B6%E7%A9%BA%E7%BA%BF%E7%BC%86%E9%9A%90%E8%94%BD%E5%8C%96%E6%94%B9%E9%80%A0%E5%B7%A5%E7%A8%8B%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
施工与质量安全	现场施工安全生产管理标准	DG/TJ08-903-2022	2022-06-23	沪建标定〔2022〕271号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=0eee73cc110243218b5908d37bac51d5&siteId=0011	https://zjw.sh.gov.cn/cmsres/de/dedfb141a3804c2d942fd487e343acf1/71c108c10de97ce0cfd91b660d19f43f.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/e3/e39de8c1cddd492492fe18c7286d9390/0bcffc847db926a5e9fa6814084e6374.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%8E%B0%E5%9C%BA%E6%96%BD%E5%B7%A5%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7%E7%AE%A1%E7%90%86%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2022-11-01
结构与抗震	地下铁道结构抗震设计标准		2022-06-23	沪建标定〔2022〕272号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=9c0728b936df4895a4e0e447a9ffb29b&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/8f/8f79226aaf7741b0aaf93aeece4fb93c/a1de95d2d411fa3e26694aebf29ffa58.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9C%B0%E4%B8%8B%E9%93%81%E9%81%93%E7%BB%93%E6%9E%84%E6%8A%97%E9%9C%87%E8%AE%BE%E8%AE%A1%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
市政与道路	出租汽车站点设置标准	DG/TJ08-2108-2012	2022-05-09	沪建标定〔2023〕229号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=a8eb298c455f4efbbf92f153bc174981&siteId=0011	https://zjw.sh.gov.cn/shsd/userfiles/295出租汽车站点设置规范.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/b4/b498a9efa8794ce0b20ee7f092f9b39e/de69c69f94edd07fddfc0a55d843e623.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%87%BA%E7%A7%9F%E6%B1%BD%E8%BD%A6%E7%AB%99%E7%82%B9%E8%AE%BE%E7%BD%AE%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2012-07-01
水务与海绵	城镇污水处理厂污泥干化焚烧处理工程建设标准		2022-03-01	沪建标定〔2022〕129号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=7ca762240cd74183852637d3a48348cf&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/bc/bc2c1888c5924509bd57957699d3b4ed/ca9f969057c9b75a8b2777ea590a073c.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9F%8E%E9%95%87%E6%B1%A1%E6%B0%B4%E5%A4%84%E7%90%86%E5%8E%82%E6%B1%A1%E6%B3%A5%E5%B9%B2%E5%8C%96%E7%84%9A%E7%83%A7%E5%A4%84%E7%90%86%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
结构与抗震	桥梁工程超高性能混凝土应用技术标准	DG/TJ08-2401-2022	2022-02-15	沪建标定〔2022〕103号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=e3fcd64ae7e140f28d52f4a67d10efcd&siteId=0011	https://zjw.sh.gov.cn/cmsres/c1/c1fdeee8b55a419c89987dd0cb829371/11e1dd4057b89f2a97806f6b4aab0bae.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/b3/b33dfb94f3f34e8f87309d353783c84d/8a0d7ac48d2f7b2c1f9ad7e3c8bfe09b.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E6%A1%A5%E6%A2%81%E5%B7%A5%E7%A8%8B%E8%B6%85%E9%AB%98%E6%80%A7%E8%83%BD%E6%B7%B7%E5%87%9D%E5%9C%9F%E5%BA%94%E7%94%A8%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2023-07-01
规划与不动产	城市设计编制标准		2022-02-15	沪建标定〔2022〕102号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=ad47e85f65644482bb0d1cbdb8cd4d66&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/ba/ba9462dc220846c3970baafad1b1423c/3d1bb1dd107b8de61ce1ee5c9339deb4.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E5%9F%8E%E5%B8%82%E8%AE%BE%E8%AE%A1%E7%BC%96%E5%88%B6%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
绿色建筑与节能	直膨式太阳能热泵热水系统应用技术标准	DG/TJ08-2400-2022	2022-01-29	沪建标定〔2022〕87号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=ae3a81a4ee784050b876105310fcfe8c&siteId=0011	https://zjw.sh.gov.cn/cmsres/d6/d6e384def9ca4ea0b363d9fc2c4ab002/81c504f287dc2473c115cad69b83a5c4.pdf	https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/cd/cdb6571a797a4f339e134b48e9bedfde/61d355a46837452e3c7ffd37034e28d5.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E7%9B%B4%E8%86%A8%E5%BC%8F%E5%A4%AA%E9%98%B3%E8%83%BD%E7%83%AD%E6%B3%B5%E7%83%AD%E6%B0%B4%E7%B3%BB%E7%BB%9F%E5%BA%94%E7%94%A8%E6%8A%80%E6%9C%AF%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		现行标准栏目已收录/实施 2022-07-01
装配式与外围护	装配式建筑工程设计文件编制深度标准		2022-01-29	沪建标定〔2022〕86号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=d084d33bd0f34f7481ba0aef59c6ef97&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/03/0366413668434e54842fdcf9d6648a6a/fdabdf46e93f22bed0ffdce67e2ae475.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E8%A3%85%E9%85%8D%E5%BC%8F%E5%BB%BA%E7%AD%91%E5%B7%A5%E7%A8%8B%E8%AE%BE%E8%AE%A1%E6%96%87%E4%BB%B6%E7%BC%96%E5%88%B6%E6%B7%B1%E5%BA%A6%E6%A0%87%E5%87%86%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%B7%A5%E7%A8%8B%E5%BB%BA%E8%AE%BE%E8%A7%84%E8%8C%83%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
装配式与外围护	预制拼装桥梁结构标准设计图		2022-01-29	沪建标定〔2022〕85号	上海市住房和城乡建设管理委员会	https://www.shanghai.gov.cn/zhengce/detail?businessId=099e98e1ceb4421f9ef06a515935cd8d&siteId=0011		https://www.shanghai.gov.cn/gwk/resource/file?pathname=2/0011/17/17c90389d9e34116aee35c108888b96e/5d1204d55232e0146967bad12212f3d1.pdf&filename=%E4%B8%8A%E6%B5%B7%E5%B8%82%E4%BD%8F%E6%88%BF%E5%92%8C%E5%9F%8E%E4%B9%A1%E5%BB%BA%E8%AE%BE%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E6%89%B9%E5%87%86%E3%80%8A%E9%A2%84%E5%88%B6%E6%8B%BC%E8%A3%85%E6%A1%A5%E6%A2%81%E7%BB%93%E6%9E%84%E6%A0%87%E5%87%86%E8%AE%BE%E8%AE%A1%E5%9B%BE%E3%80%8B%E4%B8%BA%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%BB%BA%E7%AD%91%E6%A0%87%E5%87%86%E8%AE%BE%E8%AE%A1%E7%9A%84%E9%80%9A%E7%9F%A5.pdf		新批准，现行标准栏目未收录
